time,MP2.5,temperature_2m,relative_humidity_2m,mes,hora,dia_semana,MP2.5_imputado_media,precipitation,wind_speed_10m,target_24h,PM2.5_lag_1h,PM2.5_lag_3h,PM2.5_lag_6h,PM2.5_lag_12h,PM2.5_lag_24h,PM2.5_rolling_mean_3h,PM2.5_rolling_mean_6h,PM2.5_rolling_mean_12h,PM2.5_rolling_mean_24h,PM2.5_rolling_std_24h,is_weekend
2016-03-02 00:00:00+00:00,6.0,17.951,97.205025,3,0,2,0,0.0,10.233123,22.0,11.0,16.0,16.0,18.0,3.0,14.666666666666666,15.166666666666666,15.5,13.375,4.470312701833499,0
2016-03-02 01:00:00+00:00,14.0,17.901001,97.819305,3,1,2,0,0.6,8.669949,27.0,6.0,17.0,15.0,17.0,1.0,11.333333333333334,13.5,14.5,13.5,4.201449025401055,0
2016-03-02 02:00:00+00:00,9.0,17.801,98.12683,3,2,2,0,0.0,10.086427,28.0,14.0,11.0,16.0,20.0,18.0,10.333333333333334,13.333333333333334,14.25,14.041666666666666,3.250139350412756,0
2016-03-02 03:00:00+00:00,7.0,17.801,97.50934,3,3,2,0,0.0,9.585739,22.0,9.0,6.0,16.0,15.0,17.0,9.666666666666666,12.166666666666666,13.333333333333334,13.666666666666666,3.2925035626624504,0
2016-03-02 04:00:00+00:00,18.0,17.651001,97.506485,3,4,2,0,0.0,8.161764,20.0,7.0,14.0,17.0,12.0,10.0,10.0,10.666666666666666,12.666666666666666,13.25,3.4797551138225105,0
2016-03-02 05:00:00+00:00,11.0,17.551,97.8135,3,5,2,0,0.0,7.42159,15.0,18.0,9.0,11.0,13.0,14.0,11.333333333333334,10.833333333333334,13.166666666666666,13.583333333333334,3.5375828970673164,0
2016-03-02 06:00:00+00:00,6.0,17.551,97.8135,3,6,2,0,0.0,6.12,13.0,11.0,7.0,6.0,16.0,11.0,12.0,10.833333333333334,13.0,13.458333333333334,3.5750240700517355,0
2016-03-02 07:00:00+00:00,5.0,17.751,98.7473,3,7,2,0,1.0,6.6087217,7.0,6.0,18.0,14.0,15.0,13.0,11.666666666666666,10.833333333333334,12.166666666666666,13.25,3.8589252840429658,0
2016-03-02 08:00:00+00:00,7.0,17.801,99.05953,3,8,2,0,0.7,5.904439,8.0,5.0,11.0,9.0,16.0,12.0,7.333333333333333,9.333333333333334,11.333333333333334,12.916666666666666,4.210924370963104,0
2016-03-02 09:00:00+00:00,15.0,17.801,99.372154,3,9,2,0,0.5,6.3690495,14.0,7.0,6.0,7.0,16.0,14.0,6.0,9.0,10.583333333333334,12.708333333333334,4.3785958307744455,0
2016-03-02 10:00:00+00:00,13.0,18.001,98.74967,3,10,2,0,0.6,6.638072,14.0,15.0,5.0,18.0,17.0,13.0,9.0,10.333333333333334,10.5,12.75,4.396144555917348,0
2016-03-02 11:00:00+00:00,10.0,18.551,98.75489,3,11,2,0,0.5,6.297428,7.0,13.0,7.0,11.0,11.0,9.0,11.666666666666666,9.5,10.166666666666666,12.75,4.396144555917348,0
2016-03-02 12:00:00+00:00,11.0,19.101,97.83901,3,12,2,0,0.8,6.9153743,9.0,10.0,15.0,6.0,6.0,18.0,12.666666666666666,9.333333333333334,10.083333333333334,12.791666666666666,4.363675820528682,0
2016-03-02 13:00:00+00:00,11.0,20.201,96.05208,3,13,2,0,0.6,7.69592,6.0,11.0,13.0,5.0,14.0,17.0,11.333333333333334,10.166666666666666,10.5,12.5,4.232380356047985,0
2016-03-02 14:00:00+00:00,13.0,20.901001,91.14124,3,14,2,0,0.1,6.924738,11.0,11.0,10.0,7.0,9.0,20.0,10.666666666666666,11.166666666666666,10.25,12.25,4.131006825376151,0
2016-03-02 15:00:00+00:00,8.0,22.601,83.955574,3,15,2,0,0.1,7.289444,4.0,13.0,11.0,15.0,7.0,15.0,11.666666666666666,12.166666666666666,10.583333333333334,11.958333333333334,3.7933484882914703,0
2016-03-02 16:00:00+00:00,20.0,22.701,83.44766,3,16,2,0,0.2,6.12,10.0,8.0,11.0,13.0,18.0,12.0,10.666666666666666,11.0,10.666666666666666,11.666666666666666,3.818338662943287,0
2016-03-02 17:00:00+00:00,25.0,23.301,80.7217,3,17,2,0,1.5,6.9153743,12.0,20.0,13.0,10.0,11.0,13.0,13.666666666666666,12.166666666666666,10.833333333333334,12.0,4.1807010021723885,0
2016-03-02 18:00:00+00:00,25.0,22.151001,84.1669,3,18,2,0,5.9,5.315336,9.0,25.0,8.0,11.0,6.0,16.0,17.666666666666668,14.666666666666666,12.0,12.5,4.951942965183947,0
2016-03-02 19:00:00+00:00,30.0,21.551,87.035805,3,19,2,0,1.3,4.5820518,14.0,25.0,20.0,11.0,5.0,15.0,23.33333333333333,17.0,13.583333333333334,12.875,5.5349678919770975,0
2016-03-02 20:00:00+00:00,11.0,21.101,89.46973,3,20,2,0,1.9,0.8049845,10.0,30.0,25.0,13.0,7.0,16.0,26.666666666666668,20.166666666666668,15.666666666666666,13.5,6.540841589249213,0
2016-03-02 21:00:00+00:00,4.0,20.401001,93.99231,3,21,2,0,1.8,3.096837,5.0,11.0,25.0,8.0,15.0,16.0,22.0,19.83333333333333,16.0,13.291666666666666,6.537378590886389,0
2016-03-02 22:00:00+00:00,14.0,19.801,96.94162,3,22,2,0,1.0,2.2768397,7.0,4.0,30.0,20.0,13.0,17.0,15.0,19.166666666666668,15.083333333333334,12.791666666666666,6.775782750653829,0
2016-03-02 23:00:00+00:00,15.0,19.601,97.239586,3,23,2,0,0.3,2.968636,8.0,14.0,11.0,25.0,10.0,11.0,9.666666666666666,18.166666666666668,15.166666666666666,12.666666666666666,6.72223220345009,0
2016-03-03 00:00:00+00:00,22.0,19.501,96.93473,3,0,3,0,0.3,3.8773184,4.0,15.0,4.0,25.0,11.0,6.0,11.0,16.5,15.583333333333334,12.833333333333334,6.728696925768063,0
2016-03-03 01:00:00+00:00,27.0,19.351,97.8431,3,1,3,0,0.2,5.771239,4.0,22.0,14.0,30.0,11.0,14.0,17.0,16.0,16.5,13.5,6.814307199466109,0
2016-03-03 02:00:00+00:00,28.0,19.151001,98.452805,3,2,3,0,0.0,7.2359104,10.0,27.0,15.0,11.0,13.0,9.0,21.33333333333333,15.5,17.833333333333332,14.041666666666666,7.351303739246982,0
2016-03-03 03:00:00+00:00,22.0,18.801,98.757256,3,3,3,0,1.2,7.342588,9.0,28.0,22.0,4.0,8.0,7.0,25.666666666666668,18.33333333333333,19.08333333333333,14.833333333333334,7.794461058239101,0
2016-03-03 04:00:00+00:00,20.0,18.601,98.44634,3,4,3,0,1.1,8.311245,4.0,22.0,27.0,14.0,20.0,18.0,25.666666666666668,21.33333333333333,20.25,15.458333333333334,7.740234614277396,0
2016-03-03 05:00:00+00:00,15.0,18.601,97.52435,3,5,3,0,1.6,7.42159,3.0,20.0,28.0,15.0,25.0,11.0,23.33333333333333,22.33333333333333,20.25,15.541666666666666,7.779455478131607,0
2016-03-03 06:00:00+00:00,13.0,18.351,97.21347,3,6,3,0,1.7,7.8625183,1.0,15.0,22.0,22.0,25.0,6.0,19.0,22.33333333333333,19.416666666666668,15.708333333333334,7.720549466065935,0
2016-03-03 07:00:00+00:00,7.0,18.851,97.83494,3,7,3,0,0.3,9.0,8.0,13.0,20.0,27.0,30.0,5.0,16.0,20.83333333333333,18.416666666666668,16.0,7.4658643461278205,0
2016-03-03 08:00:00+00:00,8.0,18.701,97.52622,3,8,3,0,0.0,9.028754,9.0,7.0,15.0,28.0,11.0,7.0,11.666666666666666,17.5,16.5,16.083333333333332,7.347976158316546,0
2016-03-03 09:00:00+00:00,14.0,18.801,96.01055,3,9,3,0,0.0,9.693296,5.0,8.0,13.0,22.0,4.0,15.0,9.333333333333334,14.166666666666666,16.25,16.125,7.296887364992781,0
2016-03-03 10:00:00+00:00,14.0,19.301,93.64909,3,10,3,0,0.3,12.496719,7.0,14.0,7.0,20.0,14.0,13.0,9.666666666666666,12.833333333333334,17.083333333333332,16.083333333333332,7.306439486577198,0
2016-03-03 11:00:00+00:00,7.0,20.001,91.36874,3,11,3,0,0.3,17.555305,6.0,14.0,8.0,15.0,15.0,10.0,12.0,11.833333333333334,17.083333333333332,16.125,7.290926463464856,0
2016-03-03 12:00:00+00:00,9.0,20.451,89.98126,3,12,3,0,0.2,23.34455,13.0,7.0,14.0,13.0,22.0,11.0,11.666666666666666,10.5,16.416666666666668,16.0,7.424987190737011,0
2016-03-03 13:00:00+00:00,6.0,20.601,89.71156,3,13,3,0,0.5,27.682571,9.0,9.0,14.0,7.0,27.0,11.0,10.0,9.833333333333334,15.333333333333334,15.916666666666666,7.494442385305705,0
2016-03-03 14:00:00+00:00,11.0,20.701,89.71897,3,14,3,0,0.5,28.820242,11.0,6.0,7.0,8.0,28.0,13.0,7.333333333333333,9.666666666666666,13.583333333333334,15.708333333333334,7.703636446039858,0
2016-03-03 15:00:00+00:00,4.0,21.151001,90.0317,3,15,3,0,0.3,34.94968,6.0,11.0,9.0,14.0,22.0,8.0,8.666666666666666,10.166666666666666,12.166666666666666,15.625,7.744914179781071,0
2016-03-03 16:00:00+00:00,10.0,21.551,88.67433,3,16,3,0,0.0,34.154495,7.0,4.0,6.0,14.0,20.0,20.0,7.0,8.5,10.666666666666666,15.458333333333334,7.956289099315336,0
2016-03-03 17:00:00+00:00,12.0,21.601,87.5834,3,17,3,0,0.0,32.854805,12.0,10.0,11.0,7.0,15.0,25.0,8.333333333333334,7.833333333333333,9.833333333333334,15.041666666666666,7.969938992001875,0
2016-03-03 18:00:00+00:00,9.0,21.451,87.02662,3,18,3,0,0.0,31.542658,9.0,12.0,4.0,9.0,13.0,25.0,8.666666666666666,8.666666666666666,9.583333333333334,14.5,7.700931620660382,0
2016-03-03 19:00:00+00:00,14.0,24.251,76.47356,3,19,3,0,0.0,25.02971,6.0,9.0,10.0,6.0,7.0,30.0,10.333333333333334,8.666666666666666,9.25,13.833333333333334,7.440585920515917,0
2016-03-03 20:00:00+00:00,10.0,23.101,81.19802,3,20,3,0,0.0,23.269482,17.0,14.0,12.0,11.0,8.0,11.0,11.666666666666666,10.0,9.833333333333334,13.166666666666666,6.5981991394666135,0
2016-03-03 21:00:00+00:00,5.0,21.451,87.02662,3,21,3,0,0.0,21.794127,18.0,10.0,9.0,4.0,14.0,4.0,11.0,9.833333333333334,10.0,13.125,6.615610655701111,0
2016-03-03 22:00:00+00:00,7.0,20.151001,91.664215,3,22,3,0,0.0,19.855558,19.0,5.0,14.0,10.0,14.0,14.0,9.666666666666666,10.0,9.25,13.166666666666666,6.558543493308799,0
